1,1,
1,23937,
2,2,
2,23938,
3,3,
3,23939,
4,4,
4,23940,
5,5,Dźiwadło
5,23941,Dźiwadło
6,6,Tema
6,23942,Tema
7,7,Teorija
7,23943,Teorija
8,8,a
8,23944,a
9,9,Ah
9,23945,Ah
10,10,Abaza
10,23946,Abaza
11,11,Abazian
11,23947,Abazian
12,12,Abt
12,23948,Abt
13,13,Abatisa
13,23949,Abatisa
14,14,Abyssinšćina
14,23950,Abyssinšćina
15,15,Abyssinšćina
15,23951,Abyssinšćina
16,16,abo
16,23952,abo
17,17,Abrakadabra
17,23953,Abrakadabra
18,18,Kaž tež tak
18,19,Za
18,23954,Kaž tež tak
18,23955,Za
19,20,--
19,23956,--
20,21,Jadranske morjo
20,23957,Jadranske morjo
21,22,Haj
21,23958,Haj
22,23,Hej
22,23959,Hej
23,24,Ah
23,23960,Ah
24,25,Jeli
24,23961,Jeli
25,26,"Ale, přiwšěm"
25,23962,"Ale, přiwšěm"
26,27,Aleksander
26,23963,Aleksander
27,28,Alex
27,23964,Alex
28,29,Alpy
28,23965,Alpy
29,30,Allah
29,23966,Allah
30,31,Haleluja
30,23967,Haleluja
31,32,Ale
31,23968,Ale
32,33,Andorra
32,23969,Andorra
33,34,Handrij
33,23970,Handrij
34,35,Kólnja
34,23971,Kólnja
35,36,Antichryst
35,23972,Antichryst
36,37,Čakać
36,23973,Čakać
37,38,Apoštoł
37,23974,Apoštoł
38,39,Arabojo
38,23975,Arabojo
39,40,Arcyangelsk
39,23976,Arcyangelsk
40,41,Archimandrit
40,23977,Archimandrit
41,42,Arsen
41,23978,Arsen
42,43,Astrachań
42,23979,Astrachań
43,44,Ataman
43,23980,Ataman
44,45,Atom
44,23981,Atom
45,46,Atyrau
45,23982,Atyrau
46,47,I
46,48,I
46,23983,I
46,23984,I
47,49,Samo
47,23985,Samo
48,50,Alfabet
48,23986,Alfabet
49,51,Alfabet
49,23987,Alfabet
50,52,Azerbajdžan
50,23988,Azerbajdžan
51,53,Wowka
51,23989,Wowka
52,54,Wowka
52,23990,Wowka
53,55,Wowka
53,23991,Wowka
54,56,Bahno
54,23992,Bahno
55,57,Bayan
55,23993,Bayan
56,58,Bayanowy
56,23994,Bayanowy
57,59,Balalajka
57,23995,Balalajka
58,60,Balty
58,23996,Balty
59,61,Kupjel
59,23997,Kupjel
60,62,Banana
60,23998,Banana
61,63,banjo
61,23999,banjo
62,64,Mandolina
62,65,Bandura
62,24000,Mandolina
62,24001,Bandura
63,66,Połbab
63,24002,Połbab
64,67,Bara
64,24003,Bara
65,68,Bahno
65,24004,Bahno
66,69,Jara
66,24005,Jara
67,70,Bas
67,24006,Bas
68,71,Baseń
68,24007,Baseń
69,72,Cello
69,24008,Cello
70,73,Bratr (stary)
70,24009,Bratr (stary)
71,74,Wačok
71,24010,Wačok
72,75,Wačok
72,24011,Wačok
73,76,Pomału
73,24012,Pomału
74,77,Wiki
74,24013,Wiki
75,78,Bahno
75,24014,Bahno
76,79,Pčołka
76,24015,Pčołka
77,80,Pčołar
77,24016,Pčołar
78,81,Pčołar
78,24017,Pčołar
79,82,Pčołarstwo
79,24018,Pčołarstwo
80,83,Ćěšenk
80,24019,Ćěšenk
81,84,Nuza
81,24020,Nuza
82,85,Budź chudši
82,24021,Budź chudši
83,86,Běda
83,87,Chudoba
83,24022,Běda
83,24023,Chudoba
84,88,Nuza
84,24024,Nuza
85,89,Wbohi
85,24025,Wbohi
86,90,Nadkoleno
86,24026,Nadkoleno
87,91,Katastrofa
87,24027,Katastrofa
88,92,Běžeć
88,24028,Běžeć
89,93,Běhar
89,24029,Běhar
90,94,Běžeć
90,24030,Běžeć
91,95,Wittenberge
91,96,Saratow
91,24031,Wittenberge
91,24032,Saratow
92,97,Bělgorod
92,24033,Bělgorod
93,98,Běłohród
93,24034,Běłohród
94,99,Bělenje
94,24035,Bělenje
95,100,Belgiska
95,24036,Belgiska
96,101,Běły kamjeń
96,24037,Běły kamjeń
97,102,Běłoruska
97,24038,Běłoruska
98,103,Běłoruski
98,24039,Běłoruski
99,104,Běłorusi
99,24040,Běłorusi
100,105,Běły
100,24041,Běły
101,106,Bencin
101,24042,Bencin
102,107,Berlin
102,24043,Berlin
103,108,Demon
103,24044,Demon
104,109,Imp
104,24045,Imp
105,110,Rozmołwa
105,24046,Rozmołwa
106,111,Beton
106,24047,Beton
107,112,Beton
107,24048,Beton
108,113,Bjez
108,24049,Bjez
109,114,Njeličomne
109,24050,Njeličomne
110,115,Bjez dźěći
110,24051,Bjez dźěći
111,116,Bjezdźěćatosć
111,24052,Bjezdźěćatosć
112,117,Bjez dźěći
112,24053,Bjez dźěći
113,118,Bjezdomni
113,24054,Bjezdomni
114,119,Bjezdomni
114,24055,Bjezdomni
115,120,Běhar
115,24056,Běhar
116,121,Běžeć
116,24057,Běžeć
117,122,Bjez hłosa
117,123,Bjez hłosa
117,24058,Bjez hłosa
117,24059,Bjez hłosa
118,124,Bjez hłowy
118,125,Bjez hłowy
118,24060,Bjez hłowy
118,24061,Bjez hłowy
119,126,Bjezkónčnosć
119,24062,Bjezkónčnosć
120,127,Njewobmjezowanosć
120,24063,Njewobmjezowanosć
121,128,Bjezkónčne
121,24064,Bjezkónčne
122,129,Bjez nosa
122,24065,Bjez nosa
123,130,Bjez nosa
123,24066,Bjez nosa
124,131,Zabyće
124,24067,Zabyće
125,132,Zabyće
125,24068,Zabyće
126,133,Lochkomyslnosć
126,24069,Lochkomyslnosć
127,134,Bjez wuslědka
127,24070,Bjez wuslědka
128,135,Njeměrny
128,24071,Njeměrny
129,136,Bjez korjenja
129,24072,Bjez korjenja
130,137,Bjez ruki
130,24073,Bjez ruki
131,138,Bjezdwěla
131,24074,Bjezdwěla
132,139,Błudny
132,24075,Błudny
133,140,Błudny
133,24076,Błudny
134,141,Błudnosć
134,24077,Błudnosć
135,142,Měr
135,24078,Měr
136,143,Bjez włosow
136,24079,Bjez włosow
137,144,Bjez wody
137,24080,Bjez wody
138,145,Bjez rjapa
138,24081,Bjez rjapa
139,146,Bjezzubny
139,24082,Bjezzubny
140,147,Bjezzubny
140,24083,Bjezzubny
141,148,By
141,24084,By
142,149,Biblija
142,24085,Biblija
143,150,miliardow
143,24086,miliardow
144,151,Bić
144,24087,Bić
145,152,Bić
145,24088,Bić
146,153,Bitwa
146,24089,Bitwa
147,154,Bitwa
147,24090,Bitwa
148,155,Sceny bitwy
148,24091,Sceny bitwy
149,156,Hospodarstwo
149,24092,Hospodarstwo
150,157,Dźakuju so
150,24093,Dźakuju so
151,158,Dźakuju so
151,24094,Dźakuju so
152,159,So dźakować
152,24095,So dźakować
153,160,Zbožopřeća
153,24096,Zbožopřeća
154,161,Eufemizm
154,24097,Eufemizm
155,162,Bahno
155,24098,Bahno
156,163,Kašpork
156,24099,Kašpork
157,164,Blěda
157,24100,Blěda
158,165,Błyšć
158,24101,Błyšć
159,166,Błysk
159,24102,Błysk
160,167,Zapřimnyć
160,24103,Zapřimnyć
161,168,Zapřimnyć
161,169,Zapřimnyć
161,24104,Zapřimnyć
161,24105,Zapřimnyć
162,170,Dwójnikaj
162,24106,Dwójnikaj
163,171,Pokład
163,24107,Pokład
164,172,Smilstwo
164,24108,Smilstwo
165,173,Pućowanje
165,174,Pućowanje
165,24109,Pućowanje
165,24110,Pućowanje
166,175,Taler
166,24111,Taler
167,176,Skazuj
167,24112,Skazuj
168,177,Sćerka
168,24113,Sćerka
169,178,Zhubjene
169,24114,Zhubjene
